Published Rates,,,,,,Sequestration Reduction Applied,,,,
CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient,,CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient
27327,959.3,959.3,767.44,191.86,,27327,943.9512,943.9512,752.0912,191.86
27328,633.26,633.26,506.608,126.652,,27328,623.12784,623.12784,496.47584,126.652
27329,633.26,633.26,506.608,126.652,,27329,623.12784,623.12784,496.47584,126.652
27330,1422.98,1422.98,1138.384,284.596,,27330,1400.21232,1400.21232,1115.61632,284.596
27331,1422.98,1422.98,1138.384,284.596,,27331,1400.21232,1400.21232,1115.61632,284.596
27332,1422.98,1422.98,1138.384,284.596,,27332,1400.21232,1400.21232,1115.61632,284.596
27333,1422.98,1422.98,1138.384,284.596,,27333,1400.21232,1400.21232,1115.61632,284.596
27334,1422.98,1422.98,1138.384,284.596,,27334,1400.21232,1400.21232,1115.61632,284.596
27335,1422.98,1422.98,1138.384,284.596,,27335,1400.21232,1400.21232,1115.61632,284.596
27337,959.3,959.3,767.44,191.86,,27337,943.9512,943.9512,752.0912,191.86
27339,959.3,959.3,767.44,191.86,,27339,943.9512,943.9512,752.0912,191.86
27340,905.46,905.46,724.368,181.092,,27340,890.97264,890.97264,709.88064,181.092
27345,905.46,905.46,724.368,181.092,,27345,890.97264,890.97264,709.88064,181.092
27347,905.46,905.46,724.368,181.092,,27347,890.97264,890.97264,709.88064,181.092
27350,1422.98,1422.98,1138.384,284.596,,27350,1400.21232,1400.21232,1115.61632,284.596
27355,1422.98,1422.98,1138.384,284.596,,27355,1400.21232,1400.21232,1115.61632,284.596
27356,1422.98,1422.98,1138.384,284.596,,27356,1400.21232,1400.21232,1115.61632,284.596
27357,1422.98,1422.98,1138.384,284.596,,27357,1400.21232,1400.21232,1115.61632,284.596
27360,1422.98,1422.98,1138.384,284.596,,27360,1400.21232,1400.21232,1115.61632,284.596
27364,959.3,959.3,767.44,191.86,,27364,943.9512,943.9512,752.0912,191.86
27372,959.3,959.3,767.44,191.86,,27372,943.9512,943.9512,752.0912,191.86
27380,1422.98,1422.98,1138.384,284.596,,27380,1400.21232,1400.21232,1115.61632,284.596
27381,1422.98,1422.98,1138.384,284.596,,27381,1400.21232,1400.21232,1115.61632,284.596
27385,1422.98,1422.98,1138.384,284.596,,27385,1400.21232,1400.21232,1115.61632,284.596
27386,1422.98,1422.98,1138.384,284.596,,27386,1400.21232,1400.21232,1115.61632,284.596
27390,905.46,905.46,724.368,181.092,,27390,890.97264,890.97264,709.88064,181.092
27391,905.46,905.46,724.368,181.092,,27391,890.97264,890.97264,709.88064,181.092
27392,1422.98,1422.98,1138.384,284.596,,27392,1400.21232,1400.21232,1115.61632,284.596
27393,1422.98,1422.98,1138.384,284.596,,27393,1400.21232,1400.21232,1115.61632,284.596
27394,1422.98,1422.98,1138.384,284.596,,27394,1400.21232,1400.21232,1115.61632,284.596
27395,2089.06,2089.06,1671.248,417.812,,27395,2055.63504,2055.63504,1637.82304,417.812
27396,1422.98,1422.98,1138.384,284.596,,27396,1400.21232,1400.21232,1115.61632,284.596
27397,2089.06,2089.06,1671.248,417.812,,27397,2055.63504,2055.63504,1637.82304,417.812
27400,2089.06,2089.06,1671.248,417.812,,27400,2055.63504,2055.63504,1637.82304,417.812
27403,1422.98,1422.98,1138.384,284.596,,27403,1400.21232,1400.21232,1115.61632,284.596
27405,2089.06,2089.06,1671.248,417.812,,27405,2055.63504,2055.63504,1637.82304,417.812
27407,3594.58,3594.58,2875.664,718.916,,27407,3537.06672,3537.06672,2818.15072,718.916
27409,2089.06,2089.06,1671.248,417.812,,27409,2055.63504,2055.63504,1637.82304,417.812
27415,3594.58,3594.58,2875.664,718.916,,27415,3537.06672,3537.06672,2818.15072,718.916
27416,2089.06,2089.06,1671.248,417.812,,27416,2055.63504,2055.63504,1637.82304,417.812
27418,2089.06,2089.06,1671.248,417.812,,27418,2055.63504,2055.63504,1637.82304,417.812
27420,2089.06,2089.06,1671.248,417.812,,27420,2055.63504,2055.63504,1637.82304,417.812
27422,2089.06,2089.06,1671.248,417.812,,27422,2055.63504,2055.63504,1637.82304,417.812
27424,2089.06,2089.06,1671.248,417.812,,27424,2055.63504,2055.63504,1637.82304,417.812
27425,1422.98,1422.98,1138.384,284.596,,27425,1400.21232,1400.21232,1115.61632,284.596
27427,3594.58,3594.58,2875.664,718.916,,27427,3537.06672,3537.06672,2818.15072,718.916
27428,3594.58,3594.58,2875.664,718.916,,27428,3537.06672,3537.06672,2818.15072,718.916
27429,3594.58,3594.58,2875.664,718.916,,27429,3537.06672,3537.06672,2818.15072,718.916
27430,2089.06,2089.06,1671.248,417.812,,27430,2055.63504,2055.63504,1637.82304,417.812
27435,1422.98,1422.98,1138.384,284.596,,27435,1400.21232,1400.21232,1115.61632,284.596
27437,1724.9,1724.9,1379.92,344.98,,27437,1697.3016,1697.3016,1352.3216,344.98
27438,2562.62,2562.62,2050.096,512.524,,27438,2521.61808,2521.61808,2009.09408,512.524
27440,1724.9,1724.9,1379.92,344.98,,27440,1697.3016,1697.3016,1352.3216,344.98
27441,1724.9,1724.9,1379.92,344.98,,27441,1697.3016,1697.3016,1352.3216,344.98
27442,1724.9,1724.9,1379.92,344.98,,27442,1697.3016,1697.3016,1352.3216,344.98
27443,1724.9,1724.9,1379.92,344.98,,27443,1697.3016,1697.3016,1352.3216,344.98
27446,7986.67,7986.67,6389.336,1597.334,,27446,7858.88328,7858.88328,6261.54928,1597.334
27475,1422.98,1422.98,1138.384,284.596,,27475,1400.21232,1400.21232,1115.61632,284.596
27479,1422.98,1422.98,1138.384,284.596,,27479,1400.21232,1400.21232,1115.61632,284.596
27496,1422.98,1422.98,1138.384,284.596,,27496,1400.21232,1400.21232,1115.61632,284.596
27497,905.46,905.46,724.368,181.092,,27497,890.97264,890.97264,709.88064,181.092
27498,1422.98,1422.98,1138.384,284.596,,27498,1400.21232,1400.21232,1115.61632,284.596
27499,1422.98,1422.98,1138.384,284.596,,27499,1400.21232,1400.21232,1115.61632,284.596
27500,95.82,95.82,76.656,19.164,,27500,94.28688,94.28688,75.12288,19.164
27501,95.82,95.82,76.656,19.164,,27501,94.28688,94.28688,75.12288,19.164
27502,691.71,691.71,553.368,138.342,,27502,680.64264,680.64264,542.30064,138.342
27503,95.82,95.82,76.656,19.164,,27503,94.28688,94.28688,75.12288,19.164
27508,95.82,95.82,76.656,19.164,,27508,94.28688,94.28688,75.12288,19.164
27509,1111.58,1111.58,889.264,222.316,,27509,1093.79472,1093.79472,871.47872,222.316
27510,95.82,95.82,76.656,19.164,,27510,94.28688,94.28688,75.12288,19.164
27516,59.76,59.76,47.808,11.952,,27516,58.80384,58.80384,46.85184,11.952
27517,95.82,95.82,76.656,19.164,,27517,94.28688,94.28688,75.12288,19.164
27520,95.82,95.82,76.656,19.164,,27520,94.28688,94.28688,75.12288,19.164
27524,2278.63,2278.63,1822.904,455.726,,27524,2242.17192,2242.17192,1786.44592,455.726
27530,95.82,95.82,76.656,19.164,,27530,94.28688,94.28688,75.12288,19.164
27532,691.71,691.71,553.368,138.342,,27532,680.64264,680.64264,542.30064,138.342
27538,95.82,95.82,76.656,19.164,,27538,94.28688,94.28688,75.12288,19.164
27550,95.82,95.82,76.656,19.164,,27550,94.28688,94.28688,75.12288,19.164
27552,637.74,637.74,510.192,127.548,,27552,627.53616,627.53616,499.98816,127.548
27560,59.76,59.76,47.808,11.952,,27560,58.80384,58.80384,46.85184,11.952
27562,247.99,247.99,198.392,49.598,,27562,244.02216,244.02216,194.42416,49.598
27566,2278.63,2278.63,1822.904,455.726,,27566,2242.17192,2242.17192,1786.44592,455.726
27570,637.74,637.74,510.192,127.548,,27570,627.53616,627.53616,499.98816,127.548
27594,905.46,905.46,724.368,181.092,,27594,890.97264,890.97264,709.88064,181.092
27600,905.46,905.46,724.368,181.092,,27600,890.97264,890.97264,709.88064,181.092
27601,905.46,905.46,724.368,181.092,,27601,890.97264,890.97264,709.88064,181.092
27602,1422.98,1422.98,1138.384,284.596,,27602,1400.21232,1400.21232,1115.61632,284.596
27603,867.01,867.01,693.608,173.402,,27603,853.13784,853.13784,679.73584,173.402
27604,1422.98,1422.98,1138.384,284.596,,27604,1400.21232,1400.21232,1115.61632,284.596
27605,930.14,930.14,744.112,186.028,,27605,915.25776,915.25776,729.22976,186.028
27606,905.46,905.46,724.368,181.092,,27606,890.97264,890.97264,709.88064,181.092
27607,905.46,905.46,724.368,181.092,,27607,890.97264,890.97264,709.88064,181.092
27610,1422.98,1422.98,1138.384,284.596,,27610,1400.21232,1400.21232,1115.61632,284.596
27612,1422.98,1422.98,1138.384,284.596,,27612,1400.21232,1400.21232,1115.61632,284.596
27613,165.5,165.5,132.4,33.1,,27613,162.852,162.852,129.752,33.1
27614,959.3,959.3,767.44,191.86,,27614,943.9512,943.9512,752.0912,191.86
27615,633.26,633.26,506.608,126.652,,27615,623.12784,623.12784,496.47584,126.652
27616,959.3,959.3,767.44,191.86,,27616,943.9512,943.9512,752.0912,191.86
27618,633.26,633.26,506.608,126.652,,27618,623.12784,623.12784,496.47584,126.652
27619,633.26,633.26,506.608,126.652,,27619,623.12784,623.12784,496.47584,126.652
27620,1422.98,1422.98,1138.384,284.596,,27620,1400.21232,1400.21232,1115.61632,284.596
27625,1422.98,1422.98,1138.384,284.596,,27625,1400.21232,1400.21232,1115.61632,284.596
27626,1422.98,1422.98,1138.384,284.596,,27626,1400.21232,1400.21232,1115.61632,284.596
27630,905.46,905.46,724.368,181.092,,27630,890.97264,890.97264,709.88064,181.092
27632,959.3,959.3,767.44,191.86,,27632,943.9512,943.9512,752.0912,191.86
27634,959.3,959.3,767.44,191.86,,27634,943.9512,943.9512,752.0912,191.86
27635,1422.98,1422.98,1138.384,284.596,,27635,1400.21232,1400.21232,1115.61632,284.596
27637,1422.98,1422.98,1138.384,284.596,,27637,1400.21232,1400.21232,1115.61632,284.596
27638,1422.98,1422.98,1138.384,284.596,,27638,1400.21232,1400.21232,1115.61632,284.596
27640,1422.98,1422.98,1138.384,284.596,,27640,1400.21232,1400.21232,1115.61632,284.596
27641,1422.98,1422.98,1138.384,284.596,,27641,1400.21232,1400.21232,1115.61632,284.596
27647,1422.98,1422.98,1138.384,284.596,,27647,1400.21232,1400.21232,1115.61632,284.596
27650,2089.06,2089.06,1671.248,417.812,,27650,2055.63504,2055.63504,1637.82304,417.812
27652,2089.06,2089.06,1671.248,417.812,,27652,2055.63504,2055.63504,1637.82304,417.812
27654,2089.06,2089.06,1671.248,417.812,,27654,2055.63504,2055.63504,1637.82304,417.812
27656,905.46,905.46,724.368,181.092,,27656,890.97264,890.97264,709.88064,181.092
27658,905.46,905.46,724.368,181.092,,27658,890.97264,890.97264,709.88064,181.092
27659,905.46,905.46,724.368,181.092,,27659,890.97264,890.97264,709.88064,181.092
27664,1422.98,1422.98,1138.384,284.596,,27664,1400.21232,1400.21232,1115.61632,284.596
27665,1422.98,1422.98,1138.384,284.596,,27665,1400.21232,1400.21232,1115.61632,284.596
27675,905.46,905.46,724.368,181.092,,27675,890.97264,890.97264,709.88064,181.092
27676,1422.98,1422.98,1138.384,284.596,,27676,1400.21232,1400.21232,1115.61632,284.596
27680,1422.98,1422.98,1138.384,284.596,,27680,1400.21232,1400.21232,1115.61632,284.596
27681,1422.98,1422.98,1138.384,284.596,,27681,1400.21232,1400.21232,1115.61632,284.596
27685,1422.98,1422.98,1138.384,284.596,,27685,1400.21232,1400.21232,1115.61632,284.596
27686,1422.98,1422.98,1138.384,284.596,,27686,1400.21232,1400.21232,1115.61632,284.596
27687,1422.98,1422.98,1138.384,284.596,,27687,1400.21232,1400.21232,1115.61632,284.596
27690,2089.06,2089.06,1671.248,417.812,,27690,2055.63504,2055.63504,1637.82304,417.812
27691,2089.06,2089.06,1671.248,417.812,,27691,2055.63504,2055.63504,1637.82304,417.812
27695,1422.98,1422.98,1138.384,284.596,,27695,1400.21232,1400.21232,1115.61632,284.596
27696,1422.98,1422.98,1138.384,284.596,,27696,1400.21232,1400.21232,1115.61632,284.596
27698,1422.98,1422.98,1138.384,284.596,,27698,1400.21232,1400.21232,1115.61632,284.596
27700,1724.9,1724.9,1379.92,344.98,,27700,1697.3016,1697.3016,1352.3216,344.98
27704,905.46,905.46,724.368,181.092,,27704,890.97264,890.97264,709.88064,181.092
27705,2089.06,2089.06,1671.248,417.812,,27705,2055.63504,2055.63504,1637.82304,417.812
27707,1422.98,1422.98,1138.384,284.596,,27707,1400.21232,1400.21232,1115.61632,284.596
27709,1422.98,1422.98,1138.384,284.596,,27709,1400.21232,1400.21232,1115.61632,284.596
27720,2278.63,2278.63,1822.904,455.726,,27720,2242.17192,2242.17192,1786.44592,455.726
27726,2278.63,2278.63,1822.904,455.726,,27726,2242.17192,2242.17192,1786.44592,455.726
27730,1422.98,1422.98,1138.384,284.596,,27730,1400.21232,1400.21232,1115.61632,284.596
27732,1422.98,1422.98,1138.384,284.596,,27732,1400.21232,1400.21232,1115.61632,284.596
27734,1422.98,1422.98,1138.384,284.596,,27734,1400.21232,1400.21232,1115.61632,284.596
27740,1422.98,1422.98,1138.384,284.596,,27740,1400.21232,1400.21232,1115.61632,284.596
27742,2089.06,2089.06,1671.248,417.812,,27742,2055.63504,2055.63504,1637.82304,417.812
27745,3594.58,3594.58,2875.664,718.916,,27745,3537.06672,3537.06672,2818.15072,718.916
27750,95.82,95.82,76.656,19.164,,27750,94.28688,94.28688,75.12288,19.164
27752,691.71,691.71,553.368,138.342,,27752,680.64264,680.64264,542.30064,138.342
27756,1111.58,1111.58,889.264,222.316,,27756,1093.79472,1093.79472,871.47872,222.316
27758,2278.63,2278.63,1822.904,455.726,,27758,2242.17192,2242.17192,1786.44592,455.726
27759,2974.03,2974.03,2379.224,594.806,,27759,2926.44552,2926.44552,2331.63952,594.806
27760,95.82,95.82,76.656,19.164,,27760,94.28688,94.28688,75.12288,19.164
27762,691.71,691.71,553.368,138.342,,27762,680.64264,680.64264,542.30064,138.342
27766,2278.63,2278.63,1822.904,455.726,,27766,2242.17192,2242.17192,1786.44592,455.726
27767,59.76,59.76,47.808,11.952,,27767,58.80384,58.80384,46.85184,11.952
27768,59.76,59.76,47.808,11.952,,27768,58.80384,58.80384,46.85184,11.952
27769,2278.63,2278.63,1822.904,455.726,,27769,2242.17192,2242.17192,1786.44592,455.726
27780,95.82,95.82,76.656,19.164,,27780,94.28688,94.28688,75.12288,19.164
27781,247.99,247.99,198.392,49.598,,27781,244.02216,244.02216,194.42416,49.598
27784,2278.63,2278.63,1822.904,455.726,,27784,2242.17192,2242.17192,1786.44592,455.726
27786,95.82,95.82,76.656,19.164,,27786,94.28688,94.28688,75.12288,19.164
27788,95.82,95.82,76.656,19.164,,27788,94.28688,94.28688,75.12288,19.164
27792,2278.63,2278.63,1822.904,455.726,,27792,2242.17192,2242.17192,1786.44592,455.726
27808,95.82,95.82,76.656,19.164,,27808,94.28688,94.28688,75.12288,19.164
27810,247.99,247.99,198.392,49.598,,27810,244.02216,244.02216,194.42416,49.598
27814,2278.63,2278.63,1822.904,455.726,,27814,2242.17192,2242.17192,1786.44592,455.726
27816,95.82,95.82,76.656,19.164,,27816,94.28688,94.28688,75.12288,19.164
27818,247.99,247.99,198.392,49.598,,27818,244.02216,244.02216,194.42416,49.598
27822,2278.63,2278.63,1822.904,455.726,,27822,2242.17192,2242.17192,1786.44592,455.726
27823,2974.03,2974.03,2379.224,594.806,,27823,2926.44552,2926.44552,2331.63952,594.806
27824,95.82,95.82,76.656,19.164,,27824,94.28688,94.28688,75.12288,19.164
27825,691.71,691.71,553.368,138.342,,27825,680.64264,680.64264,542.30064,138.342
27826,2278.63,2278.63,1822.904,455.726,,27826,2242.17192,2242.17192,1786.44592,455.726
27827,2974.03,2974.03,2379.224,594.806,,27827,2926.44552,2926.44552,2331.63952,594.806
27828,2974.03,2974.03,2379.224,594.806,,27828,2926.44552,2926.44552,2331.63952,594.806
27829,2278.63,2278.63,1822.904,455.726,,27829,2242.17192,2242.17192,1786.44592,455.726
27830,59.76,59.76,47.808,11.952,,27830,58.80384,58.80384,46.85184,11.952
27831,247.99,247.99,198.392,49.598,,27831,244.02216,244.02216,194.42416,49.598
27832,2278.63,2278.63,1822.904,455.726,,27832,2242.17192,2242.17192,1786.44592,455.726
27840,95.82,95.82,76.656,19.164,,27840,94.28688,94.28688,75.12288,19.164
27842,637.74,637.74,510.192,127.548,,27842,627.53616,627.53616,499.98816,127.548
27846,2278.63,2278.63,1822.904,455.726,,27846,2242.17192,2242.17192,1786.44592,455.726
27848,2278.63,2278.63,1822.904,455.726,,27848,2242.17192,2242.17192,1786.44592,455.726
27860,637.74,637.74,510.192,127.548,,27860,627.53616,627.53616,499.98816,127.548
27870,3594.58,3594.58,2875.664,718.916,,27870,3537.06672,3537.06672,2818.15072,718.916
27871,3594.58,3594.58,2875.664,718.916,,27871,3537.06672,3537.06672,2818.15072,718.916
27884,905.46,905.46,724.368,181.092,,27884,890.97264,890.97264,709.88064,181.092
27889,1422.98,1422.98,1138.384,284.596,,27889,1400.21232,1400.21232,1115.61632,284.596
27892,1422.98,1422.98,1138.384,284.596,,27892,1400.21232,1400.21232,1115.61632,284.596
27893,1422.98,1422.98,1138.384,284.596,,27893,1400.21232,1400.21232,1115.61632,284.596
27894,1422.98,1422.98,1138.384,284.596,,27894,1400.21232,1400.21232,1115.61632,284.596
28001,175.17,175.17,140.136,35.034,,28001,172.36728,172.36728,137.33328,35.034
28002,905.46,905.46,724.368,181.092,,28002,890.97264,890.97264,709.88064,181.092
28003,905.46,905.46,724.368,181.092,,28003,890.97264,890.97264,709.88064,181.092
28005,930.14,930.14,744.112,186.028,,28005,915.25776,915.25776,729.22976,186.028
28008,930.14,930.14,744.112,186.028,,28008,915.25776,915.25776,729.22976,186.028
28010,122.87,122.87,98.296,24.574,,28010,120.90408,120.90408,96.33008,24.574
28011,930.14,930.14,744.112,186.028,,28011,915.25776,915.25776,729.22976,186.028
28020,930.14,930.14,744.112,186.028,,28020,915.25776,915.25776,729.22976,186.028
28022,930.14,930.14,744.112,186.028,,28022,915.25776,915.25776,729.22976,186.028
28024,930.14,930.14,744.112,186.028,,28024,915.25776,915.25776,729.22976,186.028
28035,764.49,764.49,611.592,152.898,,28035,752.25816,752.25816,599.36016,152.898
28039,959.3,959.3,767.44,191.86,,28039,943.9512,943.9512,752.0912,191.86
28041,959.3,959.3,767.44,191.86,,28041,943.9512,943.9512,752.0912,191.86
28043,633.26,633.26,506.608,126.652,,28043,623.12784,623.12784,496.47584,126.652
28045,633.26,633.26,506.608,126.652,,28045,623.12784,623.12784,496.47584,126.652
28046,633.26,633.26,506.608,126.652,,28046,623.12784,623.12784,496.47584,126.652
28047,959.3,959.3,767.44,191.86,,28047,943.9512,943.9512,752.0912,191.86
28050,930.14,930.14,744.112,186.028,,28050,915.25776,915.25776,729.22976,186.028
28052,930.14,930.14,744.112,186.028,,28052,915.25776,915.25776,729.22976,186.028
28054,930.14,930.14,744.112,186.028,,28054,915.25776,915.25776,729.22976,186.028
28055,764.49,764.49,611.592,152.898,,28055,752.25816,752.25816,599.36016,152.898
28060,930.14,930.14,744.112,186.028,,28060,915.25776,915.25776,729.22976,186.028
28062,930.14,930.14,744.112,186.028,,28062,915.25776,915.25776,729.22976,186.028
28070,930.14,930.14,744.112,186.028,,28070,915.25776,915.25776,729.22976,186.028
28072,930.14,930.14,744.112,186.028,,28072,915.25776,915.25776,729.22976,186.028
28080,930.14,930.14,744.112,186.028,,28080,915.25776,915.25776,729.22976,186.028
28086,930.14,930.14,744.112,186.028,,28086,915.25776,915.25776,729.22976,186.028
28088,930.14,930.14,744.112,186.028,,28088,915.25776,915.25776,729.22976,186.028
28090,930.14,930.14,744.112,186.028,,28090,915.25776,915.25776,729.22976,186.028
28092,930.14,930.14,744.112,186.028,,28092,915.25776,915.25776,729.22976,186.028
28100,930.14,930.14,744.112,186.028,,28100,915.25776,915.25776,729.22976,186.028
28102,2689.89,2689.89,2151.912,537.978,,28102,2646.85176,2646.85176,2108.87376,537.978
28103,2689.89,2689.89,2151.912,537.978,,28103,2646.85176,2646.85176,2108.87376,537.978
28104,930.14,930.14,744.112,186.028,,28104,915.25776,915.25776,729.22976,186.028
28106,2689.89,2689.89,2151.912,537.978,,28106,2646.85176,2646.85176,2108.87376,537.978
28107,2689.89,2689.89,2151.912,537.978,,28107,2646.85176,2646.85176,2108.87376,537.978
28108,930.14,930.14,744.112,186.028,,28108,915.25776,915.25776,729.22976,186.028
28110,930.14,930.14,744.112,186.028,,28110,915.25776,915.25776,729.22976,186.028
28111,930.14,930.14,744.112,186.028,,28111,915.25776,915.25776,729.22976,186.028
28112,930.14,930.14,744.112,186.028,,28112,915.25776,915.25776,729.22976,186.028
28113,930.14,930.14,744.112,186.028,,28113,915.25776,915.25776,729.22976,186.028
28114,930.14,930.14,744.112,186.028,,28114,915.25776,915.25776,729.22976,186.028
28116,930.14,930.14,744.112,186.028,,28116,915.25776,915.25776,729.22976,186.028
28118,930.14,930.14,744.112,186.028,,28118,915.25776,915.25776,729.22976,186.028
28119,930.14,930.14,744.112,186.028,,28119,915.25776,915.25776,729.22976,186.028
28120,930.14,930.14,744.112,186.028,,28120,915.25776,915.25776,729.22976,186.028
28122,930.14,930.14,744.112,186.028,,28122,915.25776,915.25776,729.22976,186.028
